row_idx,original_sample_idx,variant_kind,variant_index,paraphrase_style,gold_numeric,numbers_preserved
758,252,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",73,false
759,253,original,0,,18,true
760,253,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",18,true
761,253,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",18,false
762,254,original,0,,84,true
763,254,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",84,false
764,254,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",84,true
765,255,original,0,,192,true
766,255,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",192,true
767,255,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",192,false
768,256,original,0,,45,true
769,256,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",45,true
770,256,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",45,true
771,257,original,0,,5600,true
772,257,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",5600,true
773,257,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",5600,true
774,258,original,0,,6,true
775,258,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",6,true
776,258,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",6,true
777,259,original,0,,168,true
778,259,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",168,true
779,259,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",168,true
780,260,original,0,,11,true
781,260,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",11,true
782,260,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",11,true
783,261,original,0,,62,true
784,261,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",62,true
785,261,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",62,true
786,262,original,0,,270,true
787,262,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",270,true
788,262,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",270,true
789,263,original,0,,8,true
790,263,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",8,true
791,263,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",8,true
792,264,original,0,,400,true
793,264,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",400,false
794,264,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",400,true
795,265,original,0,,9500,true
796,265,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",9500,false
797,265,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",9500,false
798,266,original,0,,118000,true
799,266,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",118000,true
800,266,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",118000,false
801,267,original,0,,91,true
802,267,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",91,false
803,267,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",91,true
804,268,original,0,,1375,true
805,268,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",1375,true
806,268,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",1375,true
807,269,original,0,,4,true
808,269,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",4,true
809,269,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",4,true
810,270,original,0,,762,true
811,270,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",762,false
812,270,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",762,true
813,271,original,0,,20,true
814,271,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",20,false
815,271,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",20,true
816,272,original,0,,5,true
817,272,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",5,true
818,272,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",5,true
819,273,original,0,,315,true
820,273,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",315,true
821,273,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",315,true
822,274,original,0,,3200,true
823,274,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",3200,true
824,274,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",3200,true
825,275,original,0,,138,true
826,275,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",138,true
827,275,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",138,true
828,276,original,0,,9,true
829,276,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",9,false
830,276,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",9,true
831,277,original,0,,4,true
832,277,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",4,true
833,277,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",4,true
834,278,original,0,,40,true
835,278,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",40,true
836,278,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",40,true
837,279,original,0,,6,true
838,279,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",6,false
839,279,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",6,true
840,280,original,0,,7,true
841,280,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",7,true
842,280,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",7,true
843,281,original,0,,2450,true
844,281,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",2450,true
845,281,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",2450,true
846,282,original,0,,195,true
847,282,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",195,true
848,282,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",195,true
849,283,original,0,,68,true
850,283,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",68,true
851,283,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",68,true
852,284,original,0,,360,true
853,284,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",360,true
854,284,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",360,true
855,285,original,0,,21,true
856,285,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",21,false
857,285,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",21,true
858,286,original,0,,90,true
859,286,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",90,true
860,286,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",90,true
861,287,original,0,,8,true
862,287,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",8,true
863,287,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",8,true
864,288,original,0,,3,true
865,288,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",3,true
866,288,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",3,true
867,289,original,0,,16,true
868,289,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",16,false
869,289,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",16,true
870,290,original,0,,390,true
871,290,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",390,true
872,290,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",390,true
873,291,original,0,,2,true
874,291,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",2,false
875,291,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",2,true
876,292,original,0,,75,true
877,292,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",75,true
878,292,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",75,true
879,293,original,0,,83,true
880,293,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",83,false
881,293,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",83,true
882,294,original,0,,3,true
883,294,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",3,false
884,294,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",3,false
885,295,original,0,,370,true
886,295,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",370,false
887,295,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",370,false
888,296,original,0,,3,true
889,296,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",3,true
890,296,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",3,true
891,297,original,0,,55,true
892,297,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",55,true
893,297,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",55,true
894,298,original,0,,500,true
895,298,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",500,false
896,298,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",500,false
897,299,original,0,,31800,true
898,299,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",31800,false
899,299,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",31800,true
900,300,original,0,,78,true
901,300,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",78,true
902,300,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",78,true
903,301,original,0,,8,true
904,301,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",8,true
905,301,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",8,true
906,302,original,0,,15,true
907,302,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",15,false
908,302,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",15,true
909,303,original,0,,1300,true
910,303,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",1300,true
911,303,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",1300,true
912,304,original,0,,3200,true
913,304,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",3200,true
914,304,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",3200,true
915,305,original,0,,4,true
916,305,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",4,false
917,305,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",4,true
918,306,original,0,,10,true
919,306,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",10,true
920,306,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",10,true
921,307,original,0,,16,true
922,307,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",16,false
923,307,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",16,false
924,308,original,0,,6,true
925,308,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",6,true
926,308,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",6,true
927,309,original,0,,8,true
928,309,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",8,true
929,309,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",8,true
930,310,original,0,,2050,true
931,310,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",2050,false
932,310,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",2050,true
933,311,original,0,,91,true
934,311,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",91,false
935,311,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",91,false
936,312,original,0,,32,true
937,312,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",32,true
938,312,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",32,true
939,313,original,0,,120000,true
940,313,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",120000,true
941,313,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",120000,true
942,314,original,0,,30,true
943,314,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",30,true
944,314,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",30,true
945,315,original,0,,14,true
946,315,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",14,false
947,315,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",14,false
948,316,original,0,,156,true
949,316,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",156,true
950,316,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",156,true
951,317,original,0,,12,true
952,317,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",12,false
953,317,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",12,false
954,318,original,0,,123,true
955,318,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",123,false
956,318,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",123,true
957,319,original,0,,15,true
958,319,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",15,true
959,319,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",15,true
960,320,original,0,,8,true
961,320,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",8,true
962,320,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",8,true
963,321,original,0,,1,true
964,321,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",1,true
965,321,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",1,true
966,322,original,0,,9,true
967,322,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",9,true
968,322,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",9,false
969,323,original,0,,75,true
970,323,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",75,true
971,323,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",75,true
972,324,original,0,,14,true
973,324,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",14,false
974,324,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",14,false
975,325,original,0,,224000,true
976,325,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",224000,true
977,325,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",224000,true
978,326,original,0,,14,true
979,326,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",14,true
980,326,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",14,true
981,327,original,0,,31,true
982,327,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",31,true
983,327,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",31,true
984,328,original,0,,2,true
985,328,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",2,false
986,328,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",2,false
987,329,original,0,,14,true
988,329,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",14,true
989,329,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",14,true
990,330,original,0,,31,true
991,330,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",31,true
992,330,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",31,true
993,331,original,0,,8400,true
994,331,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",8400,true
995,331,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",8400,true
996,332,original,0,,44,true
997,332,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",44,true
998,332,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",44,true
999,333,original,0,,100,true
1000,333,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",100,true
1001,333,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",100,true
1002,334,original,0,,6,true
1003,334,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",6,false
1004,334,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",6,true
1005,335,original,0,,310,true
1006,335,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",310,true
1007,335,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",310,true
1008,336,original,0,,72,true
1009,336,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",72,true
1010,336,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",72,true
1011,337,original,0,,1,true
1012,337,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",1,true
1013,337,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",1,false
1014,338,original,0,,60,true
1015,338,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",60,false
1016,338,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",60,true
1017,339,original,0,,160,true
1018,339,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",160,true
1019,339,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",160,true
1020,340,original,0,,4,true
1021,340,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",4,false
1022,340,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",4,false
1023,341,original,0,,260,true
1024,341,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",260,true
1025,341,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",260,true
1026,342,original,0,,87,true
1027,342,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",87,true
1028,342,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",87,true
1029,343,original,0,,180000,true
1030,343,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",180000,true
1031,343,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",180000,true
1032,344,original,0,,2,true
1033,344,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",2,false
1034,344,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",2,true
1035,345,original,0,,310,true
1036,345,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",310,true
1037,345,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",310,true
1038,346,original,0,,9,true
1039,346,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",9,false
1040,346,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",9,true
1041,347,original,0,,36,true
1042,347,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",36,false
1043,347,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",36,false
1044,348,original,0,,10,true
1045,348,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",10,true
1046,348,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",10,true
1047,349,original,0,,2640,true
1048,349,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",2640,false
1049,349,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",2640,true
1050,350,original,0,,8,true
1051,350,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",8,true
1052,350,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",8,true
1053,351,original,0,,10,true
